FINAL Sample NAME,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,Cruise/ Expedition ID,Collection Date (UTC),Collection Date (local),Field Sample Name,Dive No./ Station No./ Cast No.,Rosette position,Sampling method,Preservation,Region,Area within region,Additional Description Sampling Location,Depth (m),Altitude (m),"Latitude      (D° M' S"")","Longitude           (D° M' S"")",Latitude & Longitude (D.D°),Start time  (local),End time (local),Start time (UTC),End time (UTC),Sample volume (ml),Temp (°C),pH,Salinity (ppt),Oxygen (µM),Methane (nmol/L),Other chem,Other chem (units X),Personnel Responsible for Collecting Sample,Field Notes,Extracted,Elution Volume (µl),Extraction Yield (ng/µl),Extraction/PCR Notes,WS & BS Sample Location,Sent for Sequencing,Sequencing completed,Sequencing Notes
E1308.OC1021,1308,,,FALSE,OC1021,OCNMS Oct 2021,,09/08/21,PPS Port 10 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:02,12:17,19:02,19:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1309.OC1021,1309,,,FALSE,OC1021,OCNMS Oct 2021,,09/10/21,PPS Port 11 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,00:02,00:17,7:02,07:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1310.OC1021,1310,,,FALSE,OC1021,OCNMS Oct 2021,,09/11/21,PPS Port 12 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:02,12:17,19:02,19:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1312.OC1021,1312,,,FALSE,OC1021,OCNMS Oct 2021,,09/14/21,PPS Port 14 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:02,12:17,19:02,19:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1313.OC1021,1313,,,FALSE,OC1021,OCNMS Oct 2021,,09/16/21,PPS Port 15 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,00:02,00:17,7:02,07:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1315.OC1021,1315,,,FALSE,OC1021,OCNMS Oct 2021,,09/19/21,PPS Port 17 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,00:02,00:16,7:02,07:16,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1316.OC1021,1316,,,FALSE,OC1021,OCNMS Oct 2021,,09/20/21,PPS Port 18 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:02,12:16,19:02,19:16,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1317.OC1021,1317,,,FALSE,OC1021,OCNMS Oct 2021,,09/22/21,PPS Port 19 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,00:02,00:18,7:02,07:18,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1318.OC1021,1318,,,FALSE,OC1021,OCNMS Oct 2021,,09/23/21,PPS Port 20 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:01,12:17,19:01,19:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1319.OC1021,1319,,,FALSE,OC1021,OCNMS Oct 2021,,09/25/21,PPS Port 21 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,00:01,00:17,7:01,07:17,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1320.OC1021,1320,,,FALSE,OC1021,OCNMS Oct 2021,,09/26/21,PPS Port 22 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:01,12:16,19:01,19:16,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1321.OC1021,1321,,,FALSE,OC1021,OCNMS Oct 2021,,09/28/21,PPS Port 23 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,00:01,00:16,7:01,07:16,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1322.OC1021,1322,,,FALSE,OC1021,OCNMS Oct 2021,,09/29/21,PPS Port 24 - CE042,,,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,8,47° 21.009' N,124° 29.126' W,,12:01,12:16,19:01,19:16,1000,,,,,,,,Shannon Brown,Likely not preserved in fixative,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1323.OC1021,1323,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-01,TH042,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,7.7,,33.5,2.7 mg/l,,,,Sean McAllister and Emily Norton,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1324.OC1021,1324,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-02,TH042,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,7.7,,33.5,2.7 mg/l,,,,Sean McAllister and Emily Norton,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1325.OC1021,1325,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-03,TH042,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,7.8,,33.5,2.8 mg/l,,,,Sean McAllister and Emily Norton,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1326.OC1021,1326,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-04,TH042,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,7.8,,33.5,2.9 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1327.OC1021,1327,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-05,TH042,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,7.8,,33.5,3 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1328.OC1021,1328,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-06,TH042,7,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,7.9,,33.5,3.1 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1329.OC1021,1329,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-07,TH042,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,32.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,8.0,,33.4,3.3 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1330.OC1021,1330,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-08,TH042,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,32.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,8.0,,33.4,3.5 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1331.OC1021,1331,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-09,TH042,11,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,31.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,8.1,,33.4,3.6 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1332.OC1021,1332,,,FALSE,OC1021,OCNMS Oct 2021,,10/08/21,TH042-10,TH042,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,31.0,,47° 52.673' N,124° 44.340' W,,11:15,11:30,,,1000,8.2,,33.3,4 mg/l,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1333.NC.OC1021,1333,,,TRUE,OC1021,OCNMS Oct 2021,,10/08/21,NC End,-,-,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,1000,,,,,,,,Sean McAllister and Emily Norton,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1334.OC1021,1334,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-01,CE042,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,36.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1335.OC1021,1335,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-02,CE042,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,36.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1336.OC1021,1336,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-03,CE042,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,35.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1337.OC1021,1337,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-04,CE042,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,35.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1338.OC1021,1338,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-05,CE042,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,35.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1339.OC1021,1339,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-06,CE042,7,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1340.OC1021,1340,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-07,CE042,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,34.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1341.OC1021,1341,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-08,CE042,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1342.OC1021,1342,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-09,CE042,11,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.5,,33.8,0.6 mg/l,,,,Shannon Brown,Niskin leaking from the bottom,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1343.OC1021,1343,,,FALSE,OC1021,OCNMS Oct 2021,,10/18/21,CE042-10,CE042,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,32.0,,47° 21.009' N,124° 29.126' W,,11:35,11:50,,,1000,7.6,,33.7,0.7 mg/l,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1344.NC.OC1021,1344,,,TRUE,OC1021,OCNMS Oct 2021,,10/18/21,NC End,-,-,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,1000,,,,,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1381.NC.OC0722,1381,,,TRUE,OC0722,OCNMS July 2022,,07/19/22,,-,-,Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,,,-,,-,-,,-,-,,,1000,,,,,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1382.OC0722,1382,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,32.3,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.4,,33.8,2.1 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1383.OC0722,1383,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,30.2,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.5,,33.8,2.11 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1384.OC0722,1384,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,28.8,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.5,,33.7,2.13 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1385.OC0722,1385,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,28.1,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.5,,33.7,2.17 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1386.OC0722,1386,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,29.3,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.5,,33.7,2.15 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1387.OC0722,1387,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,31.0,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.5,,33.7,2.18 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1388.OC0722,1388,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,8,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,32.1,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.5,,33.7,2.14 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1389.OC0722,1389,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,32.9,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.4,,33.8,2.07 mg/L,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1390.OC0722,1390,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.3,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.4,,33.8,2.08 mg/L,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1391.OC0722,1391,,,FALSE,OC0722,OCNMS July 2022,,07/19/22,,TH042,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.3,,47˚ 52.699' N,124˚ 44.187' W,,12:58,13:22,,,1000,7.4,,33.7,2.08 mg/L,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1392.OC0722,1392,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,32.5,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.78  mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1393.OC0722,1393,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.4,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.8 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1394.OC0722,1394,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.1,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.78 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1395.OC0722,1395,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.5,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.78 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1396.OC0722,1396,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.2,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.79 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1397.OC0722,1397,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,8,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.4,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.78 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1398.OC0722,1398,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,32.8,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.77 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1399.OC0722,1399,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.1,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.76 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1400.OC0722,1400,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,11,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.6,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.77 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1401.OC0722,1401,,,FALSE,OC0722,OCNMS July 2022,,07/20/22,,CE042,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,Cape Elizabeth,,33.7,,47˚ 21.009' N,124˚ 29.134' W,,10:25,10:40,,,1000,7.7,,33.5,3.76 mg/L,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1402.NC.OC0722,1402,,,TRUE,OC0722,OCNMS July 2022,,07/20/22,,-,-,Sterivex 0.22µm filter,95% EtOH,Olympic Coast National Marine Sanctuary,,,-,,-,-,,-,-,,,1000,,,,,,,,Shannon Brown,,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1403.OC0722,1403,,,FALSE,OC0722,OCNMS July 2022,,06/23/22,,TH042,1,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:12,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1404.OC0722,1404,,,FALSE,OC0722,OCNMS July 2022,,06/23/22,,TH042,2,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:01,,,87,,,,,,,,Shannon Brown,Sudden pressure release,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1405.OC0722,1405,,,FALSE,OC0722,OCNMS July 2022,,06/24/22,,TH042,3,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,16,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1406.OC0722,1406,,,FALSE,OC0722,OCNMS July 2022,,06/24/22,,TH042,4,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:14,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
E1407.OC0722,1407,,,FALSE,OC0722,OCNMS July 2022,,06/25/22,,TH042,5,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,24,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1408.OC0722,1408,,,FALSE,OC0722,OCNMS July 2022,,06/26/22,,TH042,6,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:00,,,28,,,,,,,,Shannon Brown,Sudden pressure release,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,FALSE,FALSE,
E1409.OC0722,1409,,,FALSE,OC0722,OCNMS July 2022,,06/28/22,,TH042,7,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,00:00,00:00,,,21,,,,,,,,Shannon Brown,Sudden pressure release,FALSE,,,,Lab -20˚C,FALSE,FALSE,
E1410.OC0722,1410,,,FALSE,OC0722,OCNMS July 2022,,06/29/22,,TH042,8,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,,33.7,8,47˚ 52.699' N,124˚ 44.187' W,,12:00,12:14,,,1000,,,,,,,,Shannon Brown,,TRUE,100,OCNMS_ExtractionSheet,,Lab -20˚C,TRUE,FALSE,At Sequencing Center (R2)
